Date,PX_LAST
4/22/2016,95.9
4/21/2016,94.98
4/20/2016,96.77
4/19/2016,94.34
4/18/2016,108.4
4/15/2016,111.51
4/14/2016,110.42
4/13/2016,109.65
4/12/2016,106.98
4/11/2016,102.68
4/8/2016,103.81
4/7/2016,104.45
4/6/2016,104.83
4/5/2016,104.94
4/4/2016,104.35
4/1/2016,105.7
3/31/2016,102.23
3/30/2016,102.19
3/29/2016,104.13
3/28/2016,101.21
3/24/2016,98.36
3/23/2016,99.59
3/22/2016,99.84
3/21/2016,101.06
3/18/2016,101.12
3/17/2016,99.72
3/16/2016,99.35
3/15/2016,97.86
3/14/2016,98.13
3/11/2016,97.66
3/10/2016,97.36
3/9/2016,98
3/8/2016,96.23
3/7/2016,95.49
3/4/2016,101.58
3/3/2016,97.93
3/2/2016,97.61
3/1/2016,98.3
2/29/2016,93.41
2/26/2016,94.79
2/25/2016,94.53
2/24/2016,91.61
2/23/2016,89.12
2/22/2016,91.93
2/19/2016,89.23
2/18/2016,90.49
2/17/2016,94.76
2/16/2016,89.05
2/12/2016,87.4
2/11/2016,86.35
2/10/2016,88.45
2/9/2016,86.13
2/8/2016,83.32
2/5/2016,82.79
2/4/2016,89.71
2/3/2016,90.74
2/2/2016,91.49
2/1/2016,94.09
1/29/2016,91.84
1/28/2016,94.41
1/27/2016,91.15
1/26/2016,97.83
1/25/2016,99.12
1/22/2016,100.72
1/21/2016,102.35
1/20/2016,107.74
1/19/2016,107.89
1/15/2016,104.04
1/14/2016,107.06
1/13/2016,106.56
1/12/2016,116.58
1/11/2016,114.97
1/8/2016,111.39
1/7/2016,114.56
1/6/2016,117.68
1/5/2016,107.66
1/4/2016,109.96
12/31/2015,114.38
12/30/2015,116.71
12/29/2015,119.12
12/28/2015,117.11
12/24/2015,117.33
12/23/2015,118.16
12/22/2015,116.24
12/21/2015,116.63
12/18/2015,118.02
12/17/2015,122.51
12/16/2015,122.64
12/15/2015,118.6
12/14/2015,120.67
12/11/2015,118.91
12/10/2015,122.91
12/9/2015,124.2
12/8/2015,126.98
12/7/2015,125.36
12/4/2015,130.93
12/3/2015,126.81
12/2/2015,128.93
12/1/2015,125.37
11/30/2015,123.33
11/27/2015,125.44
11/25/2015,124.16
11/24/2015,123.31
11/23/2015,125.03
11/20/2015,123.84
11/19/2015,120.22
11/18/2015,120.63
11/17/2015,117.1
11/16/2015,111.35
11/13/2015,103.65
11/12/2015,108.92
11/11/2015,112.86
11/10/2015,112.7
11/9/2015,109.86
11/6/2015,114.06
11/5/2015,113.5
11/4/2015,114.05
11/3/2015,109.74
11/2/2015,107.64
10/30/2015,108.38
10/29/2015,105.12
10/28/2015,105.8
10/27/2015,103.07
10/26/2015,103.04
10/23/2015,100.04
10/22/2015,97.32
10/21/2015,97.96
10/20/2015,98.99
10/19/2015,101.69
10/16/2015,98.99
10/15/2015,101.09
10/14/2015,110.23
10/13/2015,109.73
10/12/2015,113.45
10/9/2015,113.33
10/8/2015,114.93
10/7/2015,108.1
10/6/2015,108.33
10/5/2015,111.25
10/2/2015,106.11
10/1/2015,105.98
9/30/2015,103.26
9/29/2015,98.35
9/28/2015,99.47
9/25/2015,102.24
9/24/2015,103.76
9/23/2015,98.07
9/22/2015,98.47
9/21/2015,100.3
9/18/2015,102.62
9/17/2015,104.21
9/16/2015,104.08
9/15/2015,99.16
9/14/2015,95.69
9/11/2015,97.51
9/10/2015,99.48
9/9/2015,99.18
9/8/2015,94.95
9/4/2015,98.79
9/3/2015,101.06
9/2/2015,105.44
9/1/2015,105.79
8/31/2015,115.03
8/28/2015,117.63
8/27/2015,117.66
8/26/2015,110.13
8/25/2015,101.52
8/24/2015,96.88
8/21/2015,103.96
8/20/2015,112.49
8/19/2015,122.06
8/18/2015,124.05
8/17/2015,125.36
8/14/2015,123.39
8/13/2015,123.73
8/12/2015,120.51
8/11/2015,122.74
8/10/2015,123.03
8/7/2015,123.52
8/6/2015,126.45
8/5/2015,123.71
8/4/2015,121.15
8/3/2015,112.56
7/31/2015,114.31
7/30/2015,111.56
7/29/2015,107.08
7/28/2015,106.9
7/27/2015,106.43
7/24/2015,109.34
7/23/2015,110.1
7/22/2015,111.5
7/21/2015,112.51
7/20/2015,110.55
7/17/2015,114.77
7/16/2015,115.81
7/15/2015,98.13
7/14/2015,100.371
7/13/2015,101.087
7/10/2015,97.229
7/9/2015,95.727
7/8/2015,93.507
7/7/2015,94.091
7/6/2015,94.571
7/2/2015,94.044
7/1/2015,93.636
6/30/2015,93.849
6/29/2015,92.231
6/26/2015,93.089
6/25/2015,94.891
6/24/2015,96.944
6/23/2015,97.313
6/22/2015,96.414
6/19/2015,93.871
6/18/2015,94.743
6/17/2015,94.271
6/16/2015,95.273
6/15/2015,93.431
6/12/2015,94.419
6/11/2015,95.094
6/10/2015,95.871
6/9/2015,92.45
6/8/2015,89.604
6/5/2015,90.46
6/4/2015,89.349
6/3/2015,88.809
6/2/2015,89.13
6/1/2015,89.003
5/29/2015,89.151
5/28/2015,89.507
5/27/2015,89.857
5/26/2015,87.993
5/22/2015,88.839
5/21/2015,89.003
5/20/2015,88.79
5/19/2015,88.069
5/18/2015,88.267
5/15/2015,87.607
5/14/2015,83.836
5/13/2015,82.873
5/12/2015,83.377
5/11/2015,84.278
5/8/2015,82.086
5/7/2015,80.749
5/6/2015,80.077
5/5/2015,80.793
5/4/2015,79.271
5/1/2015,79.576
4/30/2015,79.5
4/29/2015,80.407
4/28/2015,80.437
4/27/2015,80.869
4/24/2015,79.771
4/23/2015,79.866
4/22/2015,79.669
4/21/2015,80.063
4/20/2015,81.056
4/17/2015,81.65
4/16/2015,80.293
4/15/2015,67.923
4/14/2015,68.387
4/13/2015,67.811
4/10/2015,64.939
4/9/2015,62.786
4/8/2015,63.05
4/7/2015,60.494
4/6/2015,60.33
4/2/2015,59.154
4/1/2015,59.017
3/31/2015,59.527
3/30/2015,60.367
3/27/2015,59.253
3/26/2015,59.751
3/25/2015,60.25
3/24/2015,62.611
3/23/2015,60.714
3/20/2015,61.185
3/19/2015,60.744
3/18/2015,60.446
3/17/2015,59.789
3/16/2015,60.281
3/13/2015,62.629
3/12/2015,64.046
3/11/2015,62.884
3/10/2015,62.151
3/9/2015,63.661
3/6/2015,64.874
3/5/2015,66.807
3/4/2015,67.11
3/3/2015,67.816
3/2/2015,68.607
2/27/2015,67.844
2/26/2015,69.004
2/25/2015,68.333
2/24/2015,67.84
2/23/2015,67.406
2/20/2015,68.314
2/19/2015,67.8
2/18/2015,67.866
2/17/2015,67.137
2/13/2015,66.586
2/12/2015,65.247
2/11/2015,64.984
2/10/2015,64.85
2/9/2015,63.295
2/6/2015,63.48
2/5/2015,64.13
2/4/2015,64.101
2/3/2015,65.274
2/2/2015,63.009
1/30/2015,63.114
1/29/2015,63.4
1/28/2015,63.209
1/27/2015,64.881
1/26/2015,63.794
1/23/2015,62.494
1/22/2015,61.206
1/21/2015,58.469
1/20/2015,49.829
1/16/2015,48.191
1/15/2015,46.251
1/14/2015,46.32
